,Session,Site,Date_setup,Date_retr,Problem1_from,Problem1_to,ghm
362,Fall2017,13B,9/5/2017,10/18/2017,NA,NA,0.086332597
363,Fall2017,13C,9/2/2017,10/17/2017,NA,NA,0.048615593
364,Fall2017,13D,9/5/2017,10/18/2017,NA,NA,0.059392231
365,Fall2017,13E,9/3/2017,10/18/2017,NA,NA,0.040178258
366,Fall2017,14A,9/1/2017,10/18/2017,NA,NA,0.057247293
367,Fall2017,14B,9/1/2017,10/18/2017,NA,NA,0.03590035
368,Fall2017,14C,9/5/2017,10/18/2017,NA,NA,0.075067051
369,Fall2017,14D,9/1/2017,10/18/2017,NA,NA,0.023983657
370,Fall2017,14E,9/1/2017,10/18/2017,NA,NA,0.059479568
371,Fall2017,15A,9/1/2017,10/18/2017,NA,NA,0.055685986
372,Fall2017,15B,9/1/2017,10/18/2017,NA,NA,0.051064968
373,Fall2017,15C,9/1/2017,10/18/2017,NA,NA,0.097687579
374,Fall2017,15D,9/1/2017,10/18/2017,NA,NA,0.053074308
375,Fall2017,15E,9/1/2017,10/18/2017,NA,NA,0.069287193
376,Fall2017,16A,9/8/2017,10/23/2017,NA,NA,0.056981492
377,Fall2017,16B,9/3/2017,10/18/2017,NA,NA,0.047708115
378,Fall2017,16C,9/9/2017,10/25/2017,NA,NA,0.089943147
379,Fall2017,16D,9/3/2017,10/18/2017,NA,NA,0.036673646
380,Fall2017,16E,9/9/2017,10/25/2017,NA,NA,0.046567581
381,Fall2017,17A,9/8/2017,10/25/2017,NA,NA,0.043841516
382,Fall2017,17B,9/2/2017,10/17/2017,NA,NA,0.117053898
383,Fall2017,17C,9/9/2017,10/25/2017,NA,NA,0.058425845
384,Fall2017,17D,9/2/2017,10/17/2017,NA,NA,0.037627535
385,Fall2017,17E,9/6/2017,10/19/2017,NA,NA,0.033106951
386,Fall2017,18A,9/2/2017,10/17/2017,9/9/2017,10/17/2017,0.043737535
387,Fall2017,18B,9/3/2017,10/17/2017,NA,NA,0.083003268
388,Fall2017,18C,9/2/2017,10/17/2017,NA,NA,0.079504171
389,Fall2017,18D,9/5/2017,10/17/2017,NA,NA,0.240523472
390,Fall2017,18E,9/3/2017,10/17/2017,10/8/2017,10/17/2017,0.086540686
391,Fall2017,19A,9/5/2017,10/17/2017,NA,NA,0.205373844
392,Fall2017,19B,9/3/2017,10/17/2017,NA,NA,0.027538554
393,Fall2017,19C,9/5/2017,10/17/2017,NA,NA,0.217294088
394,Fall2017,19D,9/5/2017,10/17/2017,NA,NA,0.133894838
395,Fall2017,19E,9/3/2017,10/17/2017,NA,NA,0.092340269
396,Fall2017,20A,9/3/2017,10/17/2017,NA,NA,0.188632578
397,Fall2017,20B,9/3/2017,10/17/2017,NA,NA,0.134792185
398,Fall2017,20C,9/5/2017,10/17/2017,NA,NA,0.283946343
399,Fall2017,20D,9/3/2017,10/17/2017,NA,NA,0.173188391
400,Fall2017,20E,9/3/2017,10/17/2017,NA,NA,0.240841945
401,Spring2018,1A,5/17/2018,7/11/2018,7/4/2018,7/11/2018,0.054539632
402,Spring2018,1B,5/21/2018,7/11/2018,5/24/2018,7/11/2018,0.334875671
403,Spring2018,1C,5/18/2018,7/11/2018,NA,NA,0.032375948
404,Spring2018,1D,5/21/2018,7/11/2018,NA,NA,0.161227607
405,Spring2018,1E,5/21/2018,7/11/2018,NA,NA,0.249328662
406,Spring2018,2A,5/20/2018,7/11/2018,6/9/2018,7/11/2018,0.048614763
407,Spring2018,2B,5/20/2018,7/10/2018,NA,NA,0.021505232
408,Spring2018,2C,5/20/2018,7/10/2018,NA,NA,0.024711033
409,Spring2018,2D,5/20/2018,7/10/2018,NA,NA,0.024474249
410,Spring2018,2E,5/20/2018,7/10/2018,NA,NA,0.01692409
411,Spring2018,3A,5/20/2018,7/10/2018,NA,NA,0.024502751
412,Spring2018,3B,5/23/2018,7/17/2018,6/1/2018,7/2/2018,0.023450378
413,Spring2018,3C,5/20/2018,7/10/2018,NA,NA,0.03096634
414,Spring2018,3D,5/22/2018,7/17/2018,5/27/2018,7/17/2018,0.025809041
415,Spring2018,3E,5/22/2018,7/17/2018,NA,NA,0.022140801
416,Spring2018,4A,5/20/2018,7/17/2018,7/14/2018,7/17/2018,0.023708642
417,Spring2018,4B,5/20/2018,7/17/2018,7/13/2018,7/17/2018,0.026148859
418,Spring2018,4C,5/19/2018,7/13/2018,6/14/2018,7/13/2018,0.040771377
419,Spring2018,4D,5/19/2018,7/12/2018,NA,NA,0.029684895
420,Spring2018,4E,5/20/2018,7/17/2018,NA,NA,0.026299582
421,Spring2018,5A,5/20/2018,7/12/2018,NA,NA,0.084170462
422,Spring2018,5B,5/20/2018,7/12/2018,NA,NA,0.029433448
423,Spring2018,5C,5/23/2018,7/12/2018,NA,NA,0.034878682
424,Spring2018,5D,5/20/2018,7/12/2018,6/26/2018,7/12/2018,0.0148163
425,Spring2018,5E,5/20/2018,7/12/2018,NA,NA,0.024910068
426,Spring2018,6A,5/18/2018,7/12/2018,NA,NA,0.059849416
427,Spring2018,6B,5/18/2018,7/11/2018,6/15/2018,7/11/2018,0.075673729
428,Spring2018,6C,5/17/2018,7/12/2018,5/24/2018,7/12/2018,0.090704319
429,Spring2018,6D,5/17/2018,7/12/2018,NA,NA,0.029944255
430,Spring2018,6E,5/17/2018,7/12/2018,NA,NA,0.071945162
431,Spring2018,7A,5/18/2018,7/10/2018,NA,NA,0.027527054
432,Spring2018,7B,5/18/2018,7/9/2018,7/6/2018,7/9/2018,0.039797928
433,Spring2018,7C,5/17/2018,7/12/2018,NA,NA,0.017441068
434,Spring2018,7D,5/18/2018,7/9/2018,NA,NA,0.043624403
435,Spring2018,7E,5/18/2018,7/10/2018,6/23/2018,7/10/2018,0.019609745
436,Spring2018,8A,5/19/2018,7/9/2018,NA,NA,0.058848885
437,Spring2018,8B,5/19/2018,7/9/2018,NA,NA,0.07682189
438,Spring2018,8C,5/21/2018,7/11/2018,NA,NA,0.054668195
439,Spring2018,8D,5/19/2018,7/9/2018,5/19/2018,7/9/2018,0.092550699
440,Spring2018,8E,5/19/2018,7/9/2018,NA,NA,0.049025573
441,Spring2018,9A,5/19/2018,7/12/2018,NA,NA,0.040152382
442,Spring2018,9B,5/19/2018,7/13/2018,5/23/2018,7/13/2018,0.018305946
443,Spring2018,9C,5/19/2018,7/9/2018,NA,NA,0.065057985
444,Spring2018,9D,5/22/2018,7/13/2018,NA,NA,0.021964769
445,Spring2018,9E,5/19/2018,7/13/2018,6/8/2018,7/13/2018,0.030205801
446,Spring2018,10A,5/23/2018,7/12/2018,NA,NA,0.034177664
447,Spring2018,10B,5/23/2018,7/17/2018,NA,NA,0.031022372
448,Spring2018,10C,5/24/2018,7/17/2018,5/29/2018,7/17/2018,0.017514941
449,Spring2018,10D,5/23/2018,7/17/2018,NA,NA,0.027487206
450,Spring2018,10E,5/23/2018,7/17/2018,NA,NA,0.029832314
451,Spring2018,11A,5/20/2018,7/11/2018,NA,NA,0.086625903
452,Spring2018,11B,5/13/2018,7/13/2018,NA,NA,0.064349919
453,Spring2018,11C,5/20/2018,7/11/2018,6/18/2018,7/11/2018,0.054601781
454,Spring2018,11D,5/13/2018,7/13/2018,NA,NA,0.075870855
455,Spring2018,11E,5/20/2018,7/11/2018,NA,NA,0.206229335
456,Spring2018,12A,5/17/2018,7/9/2018,NA,NA,0.051039612
457,Spring2018,12B,5/17/2018,7/9/2018,NA,NA,0.060619423
458,Spring2018,12C,5/13/2018,7/13/2018,NA,NA,0.041847896
459,Spring2018,12D,5/17/2018,7/10/2018,NA,NA,0.033449415
460,Spring2018,12E,5/17/2018,7/9/2018,NA,NA,0.051377078
461,Spring2018,13A,5/22/2018,7/10/2018,6/17/2018,NA,0.032113177
462,Spring2018,13B,5/21/2018,7/13/2018,NA,NA,0.086332597
463,Spring2018,13C,5/18/2018,7/10/2018,NA,NA,0.048615593
464,Spring2018,13D,5/23/2018,7/16/2018,NA,NA,0.059392231
465,Spring2018,13E,5/20/2018,7/10/2018,NA,NA,0.040178258
466,Spring2018,14A,5/23/2018,7/13/2018,NA,NA,0.057247293
467,Spring2018,14B,5/22/2018,7/16/2018,6/7/2018,7/16/2018,0.03590035
468,Spring2018,14C,5/23/2018,7/13/2018,NA,NA,0.075067051
469,Spring2018,14D,5/23/2018,7/13/2018,NA,NA,0.023983657
470,Spring2018,14E,5/23/2018,7/13/2018,NA,NA,0.059479568
471,Spring2018,15A,5/22/2018,7/17/2018,NA,NA,0.055685986
472,Spring2018,15B,5/22/2018,7/17/2018,NA,NA,0.051064968
473,Spring2018,15C,5/21/2018,7/17/2018,NA,NA,0.097687579
474,Spring2018,15D,5/22/2018,7/17/2018,NA,NA,0.053074308
475,Spring2018,15E,5/22/2018,7/17/2018,NA,NA,0.069287193
476,Spring2018,16A,5/20/2018,7/11/2018,NA,NA,0.056981492
477,Spring2018,16B,5/13/2018,7/13/2018,NA,NA,0.047708115
478,Spring2018,16C,5/20/2018,7/12/2018,NA,NA,0.089943147
479,Spring2018,16D,5/13/2018,7/13/2018,NA,NA,0.036673646
480,Spring2018,16E,5/20/2018,7/11/2018,NA,NA,0.046567581
481,Spring2018,17A,5/13/2018,7/13/2018,NA,NA,0.043841516
482,Spring2018,17B,5/18/2018,7/10/2018,NA,NA,0.117053898
483,Spring2018,17C,5/13/2018,7/13/2018,NA,NA,0.058425845
484,Spring2018,17D,5/18/2018,7/10/2018,6/23/2018,7/10/2018,0.037627535
485,Spring2018,17E,5/17/2018,7/9/2018,NA,NA,0.033106951
486,Spring2018,18A,5/18/2018,7/10/2018,NA,NA,0.043737535
487,Spring2018,18B,5/21/2018,7/16/2018,NA,NA,0.083003268
488,Spring2018,18C,5/23/2018,7/10/2018,NA,NA,0.079504171
489,Spring2018,18D,5/21/2018,7/16/2018,NA,NA,0.240523472
490,Spring2018,18E,5/21/2018,7/16/2018,NA,NA,0.086540686
491,Spring2018,19A,5/21/2018,7/12/2018,NA,NA,0.205373844
492,Spring2018,19B,5/21/2018,7/16/2018,NA,NA,0.027538554
493,Spring2018,19C,5/21/2018,7/12/2018,NA,NA,0.217294088
494,Spring2018,19D,5/21/2018,7/12/2018,NA,NA,0.133894838
495,Spring2018,19E,5/21/2018,7/16/2018,NA,NA,0.092340269
496,Spring2018,20A,5/20/2018,7/12/2018,NA,NA,0.188632578
497,Spring2018,20B,5/21/2018,7/16/2018,NA,NA,0.134792185
498,Spring2018,20C,5/22/2018,7/12/2018,NA,NA,0.283946343
499,Spring2018,20D,5/21/2018,7/16/2018,NA,NA,0.173188391
500,Spring2018,20E,5/21/2018,7/16/2018,NA,NA,0.240841945
